video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption,pushblishDayName,durationSecs,tagCount
wtLQUjfomig,StatQuest with Josh Starmer,The Exponential Distribution,"Support StatQuest by buying my book, The StatQuest Illustrated Guide to Machine Learning:
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC",,2022-01-14 19:44:47+00:00,52804.0,1528.0,,133.0,PT16S,hd,false,Friday,16,0
-14BImgVENA,StatQuest with Josh Starmer,"The mean, the median, and the mode.","Support StatQuest by buying my book, The StatQuest Illustrated Guide to Machine Learning:
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC",,2022-01-14 19:17:37+00:00,41338.0,933.0,,47.0,PT13S,hd,false,Friday,13,0
RDZUdRSDOok,StatQuest with Josh Starmer,"Clustering with DBSCAN, Clearly Explained!!!","DBSCAN is a super useful clustering algorithm that can handle nested clusters with ease. This StatQuest shows you exactly how it works. BAM!

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying my book, The StatQuest Illustrated Guide to Machine Learning:
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
1:01 The problems solved by DBSCAN
3:00 How DBSCAN works
8:12 How DBSCAN deals with ties

#StatQuest #DBSCAN #Clustering","['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science', 'DBSCAN', 'Clustering']",2022-01-10 12:51:02+00:00,204834.0,6802.0,,354.0,PT9M30S,hd,false,Monday,570,7
6fWk_lQ_K5A,StatQuest with Josh Starmer,Frank Starmer Clearly Explained (How my pop influenced StatQuest!!!),"Today my pop turns 80!!! Happy Birthday pop! My pop had a huge impact on me and StatQuest and I want everyone to know how StatQuest would not be the same without him. From the first statistics class I took that was terrible, but then he taught me about linear models to how he trained me not to guess and to always look for a better way. Thank you pop and have a great day!!!!

If you want to learn about Linear Models: https://www.youtube.com/playlist?list=PLblh5JKOoLUIzaEkCLIUxQFjPIlapw8nU
If you want to learn about Neural Networks: https://www.youtube.com/watch?v=CqOfi41LfDw&list=PLblh5JKOoLUIxGDQs4LFFD--41Vzf-ME1

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying my book, The StatQuest Illustrated Guide to Machine Learning:
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
0:41 Focus on the main ideas
2:57 There is always a better way
2:54 Don't guess and do the math

#StatQuest","['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",2021-09-04 04:00:01+00:00,28443.0,1502.0,,227.0,PT6M28S,hd,false,Saturday,388,5
YtebGVx-Fxw,StatQuest with Josh Starmer,Entropy (for data science) Clearly Explained!!!,"Entropy is a fundamental concept in Data Science because it shows up all over the place - from Decision Trees, to similarity metrics, to state of the art dimension reduction algorithms. It's also surprisingly simple, but often poorly explained. Traditionally the equation is presented with the expectation that you memorize it without thoroughly understanding what it means and where it came from. This video takes a very different approach by showing you, step-by-step, where this simple equation comes from, making it easy to remember (and derive), understand and explain to your friends at parties.

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying my book, The StatQuest Illustrated Guide to Machine Learning:
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
1:28 Introduction to surprise
4:34 Equation for surprise
6:09 Calculating surprise for a series of events
9:35 Entropy defined for a coin
10:45 Entropy is the expected value of surprise
11:41 The entropy equation
13:01 Entropy in action!!!

#StatQuest #Entropy","['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science', 'Entropy']",2021-08-25 04:00:08+00:00,487851.0,15746.0,,1132.0,PT16M35S,hd,false,Wednesday,995,6
9wCnvr7Xw4E,StatQuest with Josh Starmer,"Bayes' Theorem, Clearly Explained!!!!","Bayes' Theorem is the foundation of Bayesian Statistics. This video was you through, step-by-step, how it is easily derived and why it is useful.

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying my book, The StatQuest Illustrated Guide to Machine Learning:
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
3:05 A note about notation
5:21 Deriving Bayes' Theorem
9:12 Why Bayes' Theorem is useful
11:39 Another note about notation

#StatQuest #Probability #Bayesian","['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science', 'Bayes', 'Probability']",2021-08-16 04:00:05+00:00,272022.0,5997.0,,386.0,PT14M,hd,false,Monday,840,7
_IgyaD7vOOA,StatQuest with Josh Starmer,"Conditional Probabilities, Clearly Explained!!!","One the most fundamental concepts in Probability, Statistics and Bayesian Statistics is Conditional Probability. In this StatQuest, we walk you through what Conditional Probabilities are and how to calculate them using raw data as well as unconditional probabilities. BAM!!!

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying my book, The StatQuest Illustrated Guide to Machine Learning:
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
1:11 Filling in a contingency table
4:45 Calculating conditional probabilities from counts
8:00 Calculating conditional probabilities from unconditional probabilities.

#StatQuest #Probability #Bayesian","['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",2021-07-21 04:00:12+00:00,146822.0,4551.0,,326.0,PT10M56S,hd,false,Wednesday,656,5
N4ZQQqyIf6k,StatQuest with Josh Starmer,Using Bootstrapping to Calculate p-values!!!,"Bootstrapping give us an easy way to calculate p-values for just about anything - no fancy math required! In this StatQuest, we walk through the process of calculating the p-value for a mean, and then a median, step-by-step. DOUBLE BAM!

NOTE: This StatQuest assumes that you are already familiar with the main ideas behind bootstrapping: https://youtu.be/Xz0x-8-cgaQ
Hypothesis Testing and the Null Hypothesis: https://youtu.be/0oc49DyA3hU
How to interpret p-values: https://youtu.be/vemZtEM63GY
And the basics of how p-values are calculated: https://youtu.be/JQc3yx0-Q9E

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying my book, The StatQuest Illustrated Guide to Machine Learning:
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
2:04 Calculating the p-value for a mean with bootstrapping
6:03 Calculating the p-value for a median with bootstrapping

#StatQuest #Statistics #Bootstrapping","['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",2021-07-13 04:00:07+00:00,86895.0,2311.0,,185.0,PT8M8S,hd,false,Tuesday,488,5
Xz0x-8-cgaQ,StatQuest with Josh Starmer,Bootstrapping Main Ideas!!!,"Bootstrapping is one of the simplest, yet most powerful methods in all of statistics. It provides us an easy way to get a sense of what might happen if we could repeat an experiment a bunch of times. It turns point estimates into distributions that can be used to calculate all kinds of stuff, including standard errors, confidence intervals and even p-values. In this video, we show how it can be used to calculate standard errors and confidence intervals. In Part 2, we'll see how to calculate p-values.

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying my book, The StatQuest Illustrated Guide to Machine Learning:
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
2:18 Bootstrapping in action!
4:23 Bootstrapping defined
6:40 Calculating standard errors and confidence intervals with bootstrapping
8:13 What makes bootstrapping so awesome

Correction: 
5:55 8^8 combinations of observed values and possible means assumes that order matters, and it doesn't. So 8^8 over counts the total number of useful combinations and the true number is 15 choose 8, which is 6435

#StatQuest #Bootstrap #Statistics","['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",2021-07-06 04:00:15+00:00,365074.0,10724.0,,578.0,PT9M27S,hd,false,Tuesday,567,5
aOOaGLa8s4c,StatQuest with Josh Starmer,Ken Jee's #66DaysOfData Challenge Clearly Explained!!!,"Want to learn more about data science and up your game? Ken Jee's 66DaysOfData challenge is one the best ways to do it. In this video we learn the what the challenge is, why it's so awesome, and how you can participate in it. BAM!

If you want to join the #66DaysOfData Discord, here's the link: https://discord.gg/bvVS9dZwY9

If are looking for ideas on what to learn, here's the #66DaysOfData StatQuest playlist: https://www.youtube.com/watch?v=qBigTkBLU6g&list=PLblh5JKOoLUJUNlfvCNhJMNjNNpt5ljcR

And if you have more questions about #66DaysOfData, check out Ken Jee's FAQ video: https://www.youtube.com/watch?v=qV_AlRwhI3I&ab_channel=KenJee

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying my book, The StatQuest Illustrated Guide to Machine Learning:
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt (USA/Europe): https://teespring.com/stores/statquest
(everywhere):
https://www.redbubble.com/people/starmer/works/40421224-statquest-double-bam?asc=u&p=t-shirt

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
0:56 What is #66DaysOfData?
2:42 What's the best part of #66DaysOfData?
3:14 What do most people do for the #66DaysOfData?
5:29 Summary

#StatQuest #66DaysOfData","['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",2021-06-23 20:44:27+00:00,16315.0,587.0,,71.0,PT6M22S,hd,false,Wednesday,382,5
OSPr6G6Ka-U,StatQuest with Josh Starmer,Expected Values for Continuous Variables!!!,"If you ever muck around in statistics, it's not long before you see E(x) = something. These are expected values. Expected Values for Continuous Variables are a little trickier than their discrete counterparts because we have to do some calculus. However, I'll walk you through it, one step at a time, so don't sweat it! BAM!

NOTE: This one is, believe it or not, pretty near to my heart. When I was taking Statistical Theory in graduate school (from Rodger Berger of Casella and Berger, who wrote the standard textbook on statistical theory, ""Statistical Inference"") I remember having a lot of trouble with expected values. They intimidated me for two reasons 1) deriving them seemed like total luck and 2) I never understood, exactly, what the formula for continuous variables meant in a deep way. I could look at the equation and name the parts, but that was all I could do. Anyway, fast forward a few years and here I am, going back to these basics, this time determined to get that ""deep understanding"" I missed before, and, at least for myself, I succeeded. And I hope that means other people will also be able to get a deep understanding of expected values as well.

NOTE: This StatQuest assumes that you are already familiar with the concept of an Expected Value. If not, check out the 'Quest: https://youtu.be/KLs_7b7SKi4

Also, if you want to learn more about Integration By Parts, here's a great resource: https://www.mathsisfun.com/calculus/integration-by-parts.html

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying my book, The StatQuest Illustrated Guide to Machine Learning:
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
1:30 Discrete and continuous variables defined
3:42 The exponential distribution
7:03 Approximating expected values with discrete intervals
10:25 Deriving the expected value formula for continuous variables
12:18 Calculating the expected value of an exponential distribution
18:17 Summary

#StatQuest","['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science', 'Expected Value', 'Continuous Variable']",2021-06-22 04:00:06+00:00,62447.0,1757.0,,132.0,PT19M44S,hd,false,Tuesday,1184,7
ilUbD7EoQnk,StatQuest with Josh Starmer,Three (3) things to do when starting out in Data Science,"Last week I gave a commencement address to some of the students at the University of Montreal about the three (3) things to do when starting out in Data Science, and this is what I said.

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying my book, The StatQuest Illustrated Guide to Machine Learning:
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
0.19 Be curious about the data
5:06 Be curious about the methods
9:34 Be curious

#StatQuest #DataScience","['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",2021-05-27 04:00:10+00:00,52782.0,1993.0,,161.0,PT11M10S,hd,false,Thursday,670,5
crLXJG-EAhk,StatQuest with Josh Starmer,How to make your own StatQuest!!!,"If you've ever wondered how to make your own StatQuest, this one is for you. In this video I go through the process, step by step, documenting the tools and tricks that I use to make StatQuest go BAM!

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying my book, The StatQuest Illustrated Guide to Machine Learning:
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt (USA/Europe): https://teespring.com/stores/statquest
(everywhere):
https://www.redbubble.com/people/starmer/works/40421224-statquest-double-bam?asc=u&p=t-shirt

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
0:17 Step 0: Research your topic
1:00 Step 1: Make the slides
1:43 Step 2: Export and import images
2:44 Step 3: Record voiceover
3:15 Step 4: Record a silly song

#StatQuest #SillySongs #BAM","['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",2021-05-03 04:00:22+00:00,14042.0,898.0,,164.0,PT5M,hd,false,Monday,300,5
_L39rN6gz7Y,StatQuest with Josh Starmer,"Decision and Classification Trees, Clearly Explained!!!","Decision trees are part of the foundation for Machine Learning. Although they are quite simple, they are very flexible and pop up in a very wide variety of situations. This StatQuest covers all the basics and shows you how to create a new tree from scratch, one step at a time.

NOTE: This is an updated and revised version of the Decision Tree StatQuest that I made back in 2018. It is my hope that this new version does a better job answering some of the most frequently asked questions people asked about the old one.

Note, you may also want to learn about...
Regression Trees: https://youtu.be/g9c66TUylZ4
Bias and Variance (and over fitting): https://youtu.be/EuBBz3bI-aA
Cross Validation: https://youtu.be/fSytzGwwBVw
Pruning Trees: https://youtu.be/D0efHEJsfHo

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying my book, The StatQuest Illustrated Guide to Machine Learning:
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
0:18 Basic decision tree concepts
3:16 Building a tree with Gini Impurity
9:15 Numeric and continuous variables
12:35 Adding branches
13:56 Adding leaves
14:32 Defining output values
15:12 Using the tree
15:38 How to prevent overfitting

#StatQuest #decisiontree #ML","['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",2021-04-26 04:00:08+00:00,508442.0,11232.0,,640.0,PT18M8S,hd,false,Monday,1088,5
Llqoz1u8Pfk,StatQuest with Josh Starmer,"Silly Songs, Clearly Explained!!!","This year's April Fools' (April 1st) StatQuest demystifies one of the most poorly understood concepts in Statistics, Machine Learning and Data Science, the Silly Song! In this StatQuest, we apply various Machine Learning methods to Silly Songs, one step at a time, to clearly understand Silly Songs.

NOTE: This StatQuest assumes that you are already familiar with BAM. If not check out the 'Quest: https://youtu.be/i4iUvjsGCMc

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying my book, The StatQuest Illustrated Guide to Machine Learning:
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt (USA/Europe): https://teespring.com/stores/statquest
(everywhere):
https://www.redbubble.com/people/starmer/works/40421224-statquest-double-bam?asc=u&p=t-shirt

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
0:46 A classification tree for silly songs
1:37 A super fancy neural network for silly songs
3:20 How to identify a silly song

#StatQuest #SillySongs #April1","['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",2021-04-01 04:00:10+00:00,12567.0,712.0,,117.0,PT3M53S,hd,false,Thursday,233,5
KLs_7b7SKi4,StatQuest with Josh Starmer,"Expected Values, Main Ideas!!!","Expected values are part of the foundation of statistics and the reason why casinos don't go out of business all the time. Here, we walk through two examples that explain the concepts behind Expected Values and its fancy looking notation. BAM!

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying my book, The StatQuest Illustrated Guide to Machine Learning:
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
5:09 Calculating an Expected Value
8:02 Expected Value notation
10:30 A more complicated example of Expected Values

#StatQuest #Statistics #ExpectedValue","['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",2021-03-29 04:00:03+00:00,141899.0,4903.0,,341.0,PT13M39S,hd,false,Monday,819,5
HGwBXDKFk9I,StatQuest with Josh Starmer,Neural Networks Part 8: Image Classification with Convolutional Neural Networks (CNNs),"One of the coolest things that Neural Networks can do is classify images, and this is often done with a type of Neural Network called a Convolutional Neural Network (or CNN for short). In this StatQuest, we walk through how Convolutional Neural Networks work, one step at a time, and highlight the main ideas behind filters and pooling.

NOTE: This StatQuest assumes that you are already familiar with...
The main ideas behind neural networks: https://youtu.be/CqOfi41LfDw
The main ideas behind backpropagation: https://youtu.be/IN2XmBhILt4
Neural networks with multiple inputs and outputs: https://youtu.be/aObJUevCVDc

For a complete index of all the StatQuest videos, check out:
https://statquest.org/video-index/

If you'd like to support StatQuest, please consider...

Buying my book, The StatQuest Illustrated Guide to Machine Learning:
PDF - https://statquest.gumroad.com/l/wvtmc
Paperback - https://www.amazon.com/dp/B09ZCKR4H6
Kindle eBook - https://www.amazon.com/dp/B09ZG79HXC

Patreon: https://www.patreon.com/statquest
...or...
YouTube Membership: https://www.youtube.com/channel/UCtYLUTtgS3k1Fg4y5tAhLbw/join

...a cool StatQuest t-shirt or sweatshirt: 
https://shop.spreadshirt.com/statquest-with-josh-starmer/

...buying one or two of my songs (or go large and get a whole album!)
https://joshuastarmer.bandcamp.com/

...or just donating to StatQuest!
https://www.paypal.me/statquest

Lastly, if you want to keep up with me as I research and create new StatQuests, follow me on twitter:
https://twitter.com/joshuastarmer

0:00 Awesome song and introduction
1:51 Image classification with a normal Neural Network
4:28 The main ideas of Convolutional Neural Networks
4:59 Creating a Feature Map with a Filter
7:58 Pooling
9:48 Using the Pooled values as input for a Neural Network
11:29 Classifying an image of the letter ""X""
13:04 Classifying a shifted image of the letter ""X""

#StatQuest #NeuralNetworks #Convolution","['Josh Starmer', 'StatQuest', 'Machine Learning', 'Statistics', 'Data Science']",2021-03-08 05:00:12+00:00,163074.0,5405.0,,664.0,PT15M24S,hd,false,Monday,924,5
